date,open,close,high,low,volume,amount,log_return,amplitude_pct,volatility_5d,volatility_20d,bias_ratio_20d,guba_avg_sentiment,guba_post_volume,guba_pos_ratio,news_avg_sentiment,news_post_volume,news_pos_ratio
2025/1/23,3237.6,3230.16,3273.52,3229.57,458246803,5.39801E+11,0.005133644,1.3676165819231838,8.344072665818802,16.964296775664096,-0.78658824,-0.109650997,7280,0.44148351648351647,0,0,0
2025/1/24,3222.88,3252.63,3260.01,3221.71,398653033,4.80685E+11,0.006932228,1.185699779577488,9.844005126133313,17.243005161044472,0.1272280688576843,-0.043086925,4023,0.4812329107631121,0,0,0
2025/1/27,3256.61,3250.6,3274.39,3250.6,387467642,4.50232E+11,-0.000624305,0.7314081220427765,9.883904268010893,17.22208752307388,0.2955859575072023,-0.100233033,4958,0.44594594594594594,0.8190813064575195,1,1
2025/2/5,3270.16,3229.49,3271.02,3220.28,406388181,5.21103E+11,-0.006515365,1.5609425952131848,11.074181203796122,17.20460008898534,-0.081618055,-0.052145711,3873,0.47224373870384717,0,0,0
2025/2/6,3226.58,3270.66,3271.43,3225.85,460842730,5.90422E+11,0.012667569,1.4113683584714594,11.660173864837434,17.219078461042763,1.3192700412908875,0.1250700934899724,2013,0.5697963238946846,0,0,0
2025/2/7,3269.23,3303.67,3324.43,3262.51,600558451,7.57614E+11,0.010042172,1.893195868723732,12.57340590553862,14.707568685599464,2.2767360493553204,0.001463798,3934,0.5045754956786985,0.8176440596580505,1,1
2025/2/10,3308.04,3322.17,3325.36,3299.24,546589749,6.77038E+11,0.005584212,0.790635869,12.444919417777548,13.44520907931235,2.6734685646584917,0.13585934904596036,1867,0.5779325120514194,0,0,0
2025/2/11,3323.67,3318.06,3324.17,3304.44,511943541,6.32167E+11,-0.001237909,0.5938889340401008,12.602361075611226,13.440218533149926,2.3706333027121738,0.009582484,2352,0.5063775510204082,0,0,0
2025/2/12,3312.26,3346.39,3346.39,3310.39,513437828,6.47388E+11,0.008501878,1.0849713386738034,8.453720916979425,13.525923299446491,3.059074979,0.068619203,2541,0.5379771743408107,0,0,0
2025/2/13,3343.23,3332.48,3359.18,3332.48,568631161,7.058E+11,-0.004165381,0.7978747247033317,9.820037958065994,13.680756323689051,2.469254811125652,-0.001444277,3245,0.5041602465331279,0,0,0
2025/2/14,3328.48,3346.72,3349.08,3322.53,532332965,6.67555E+11,0.00426399,0.7967039562127822,8.210586210885703,13.424395185516936,2.693450819314974,-0.035059424,3149,0.48269291838678946,0.8847559094429016,1,1
2025/2/17,3355.42,3355.83,3357.12,3333.19,589546569,7.50113E+11,0.00271837,0.7150284457618157,7.793510247634766,12.11042476192927,2.6779150982580444,0.090975828,2150,0.5534883720930233,0,0,0
